price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,engine_turbo,age
1333,1277.0,KIA,Optima,Sedan,Yes,Petrol,2.4,52710.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,5
47356,1077.0,HONDA,Civic,Sedan,Yes,Petrol,2.0,8115.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,4
8938,1399.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,256914.0,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,13
7527,0.0,HONDA,FIT,Hatchback,No,Petrol,1.3,150000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,0,19
18189,0.0,BMW,528,Sedan,Yes,Petrol,3.0,230000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Black,12,0,16
26657,0.0,HYUNDAI,Sonata 2.4L,Sedan,No,Petrol,2.4,102569.0,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,6
1333,1533.0,CHEVROLET,Impala,Sedan,Yes,Petrol,3.55,120696.0,6.0,Automatic,Front,4-5,Left wheel,Silver,12,0,7
18826,642.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,2.0,184000.0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,11
31047,1275.0,MITSUBISHI,Outlander Sport,Jeep,No,Petrol,2.4,2400.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,10,0,4
18817,765.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,2.0,0.0,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,8
5802,1236.0,HONDA,FIT,Hatchback,No,Petrol,1.3,95000.0,4.0,Automatic,Front,4-5,Right-hand drive,Blue,8,0,12
11290,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,325139.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
6115,779.0,LEXUS,ES 300,Sedan,Yes,Hybrid,2.5,152400.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,10
5331,0.0,NISSAN,Tiida,Hatchback,No,Petrol,1.5,290000.0,4.0,Variator,Front,4-5,Right-hand drive,Golden,2,0,17
16308,0.0,SUBARU,Forester,Jeep,Yes,Petrol,2.5,285888.0,4.0,Tiptronic,4x4,4-5,Left wheel,Golden,4,0,15
5331,0.0,UAZ,31514,Jeep,No,Petrol,2.4,0.0,4.0,Manual,4x4,4-5,Left wheel,Black,0,0,33
19444,0.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,85000.0,6.0,Automatic,Front,4-5,Left wheel,Grey,12,0,13
12544,831.0,HYUNDAI,Sonata,Hatchback,No,Petrol,2.4,219200.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,12
12858,0.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,30000.0,4.0,Manual,Front,4-5,Left wheel,Grey,2,0,14
314,1017.0,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,26802.0,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,6
19657,629.0,CHEVROLET,Aveo,Sedan,Yes,Petrol,1.6,48700.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8
2195,645.0,HYUNDAI,Elantra,Jeep,Yes,Petrol,1.8,308501.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,12
1568,1493.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,77205.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,7
11917,0.0,TOYOTA,Ipsum,Minivan,No,CNG,2.4,270000.0,4.0,Automatic,Front,4-5,Right-hand drive,Golden,4,0,16
7056,1668.0,DODGE,RAM,Sedan,Yes,Petrol,3.55,0.0,8.0,Automatic,Front,4-5,Left wheel,White,12,0,11
47356,0.0,LAND ROVER,Range Rover Evoque,Jeep,Yes,Petrol,2.0,89600.0,4.0,Tiptronic,4x4,2-3,Left wheel,Red,0,1,11
706,645.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,116869.0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,12
18481,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,119194.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,12
25089,456.0,LEXUS,NX 300,Jeep,Yes,Hybrid,2.5,108344.0,4.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,8
314,640.0,MITSUBISHI,Outlander,Jeep,Yes,Petrol,2.0,191267.0,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,10
47356,1493.0,FORD,Explorer,Jeep,Yes,Petrol,3.5,66246.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
25089,382.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,98000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,9
17249,271.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,64000.0,4.0,Variator,Front,4-5,Left wheel,White,12,0,9
39201,0.0,BMW,X5,Jeep,Yes,Diesel,3.0,124000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,10,1,14
18817,308.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,139930.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,9
9377,1090.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,61237.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,15
627,1750.0,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,277405.0,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,15
941,1850.0,LEXUS,RX 400,Jeep,Yes,Hybrid,3.5,362717.5,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,15
7213,0.0,RENAULT,Laguna,Universal,No,Petrol,1.8,18656.0,4.0,Manual,Front,4-5,Left wheel,Silver,6,0,19
41883,1138.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,3.55,94813.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,10
24462,0.0,TOYOTA,Camry,Sedan,No,Hybrid,2.4,175000.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,12
15681,0.0,FORD,Transit,Goods wagon,No,Diesel,2.0,144000.0,4.0,Manual,Front,4-5,Left wheel,White,0,1,19
13485,0.0,DODGE,Caliber,Hatchback,Yes,Petrol,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Black,6,0,13
7840,0.0,TOYOTA,Prius,Sedan,No,Hybrid,1.5,184000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,21
20385,0.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,112000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,0,10
19130,531.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,95000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Grey,12,1,11
10036,0.0,TOYOTA,RAV 4,Jeep,No,Petrol,2.0,333333.0,4.0,Automatic,4x4,4-5,Left wheel,Golden,2,0,22
314,650.0,FIAT,500,Sedan,Yes,Petrol,1.4,77600.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,7
470,645.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,32974.0,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,12
39201,1341.0,FORD,Mustang,Coupe,No,Petrol,3.55,128000.0,6.0,Tiptronic,Rear,2-3,Left wheel,Grey,6,0,8
46919,696.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,138742.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,10
9095,0.0,NISSAN,LATIO,Sedan,Yes,Petrol,1.5,124000.0,4.0,Automatic,Front,4-5,Right-hand drive,Golden,8,0,17
47356,1811.0,LEXUS,LS 460,Sedan,Yes,Hybrid,3.55,136129.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,13
14113,0.0,BMW,330,Cabriolet,Yes,Petrol,3.0,187000.0,6.0,Manual,Rear,2-3,Left wheel,Silver,4,0,21
7683,707.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,82309.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12
314,1297.0,BUICK,Century,Sedan,Yes,Petrol,3.55,198030.0,6.0,Automatic,Front,4-5,Left wheel,Silver,12,0,12
470,1399.0,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,229904.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,13
19089,1099.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,181000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13
27356,642.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,149546.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11
40362,730.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,61000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
784,781.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,95349.0,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,11
35570,1091.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,77227.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,7
14426,0.0,VOLKSWAGEN,CC,Sedan,Yes,Petrol,2.0,159000.0,4.0,Manual,Front,4-5,Left wheel,Carnelian red,8,1,14
18817,0.0,KIA,Optima,Sedan,No,Petrol,2.4,78000.0,4.0,Tiptronic,Front,4-5,Left wheel,Brown,6,0,10
5959,0.0,MITSUBISHI,Colt,Hatchback,No,Petrol,1.5,280000.0,4.0,Variator,4x4,4-5,Right-hand drive,Silver,4,0,18
13485,753.0,KIA,Optima,Sedan,No,Petrol,2.4,122531.0,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,11
16308,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,227033.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
16778,862.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,45984.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12
19757,0.0,VOLKSWAGEN,CC sport,Sedan,Yes,Petrol,2.0,189000.0,4.0,Manual,Front,4-5,Left wheel,Black,2,1,12
862,2287.5,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,280354.0,8.0,Automatic,4x4,4-5,Left wheel,White,0,0,15
8624,966.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,2.0,19999.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,14
14269,1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,27560.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,6
10036,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,362717.5,4.0,Variator,Front,4-5,Left wheel,White,0,0,15
5802,1055.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,107800.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,10
7527,0.0,TOYOTA,Vitz,Hatchback,No,Petrol,1.5,155000.0,4.0,Automatic,Front,4-5,Right-hand drive,Beige,8,0,22
22567,639.0,CHEVROLET,Malibu,Sedan,Yes,Diesel,2.0,159436.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,9
20005,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,129000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12
6617,0.0,NISSAN,Skyline,Sedan,No,Petrol,3.0,166000.0,6.0,Tiptronic,Rear,4-5,Right-hand drive,Silver,6,0,20
11604,843.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,216000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,15
17405,891.0,HYUNDAI,Elantra SE,Sedan,No,Petrol,2.0,81302.0,4.0,Automatic,Front,4-5,Left wheel,Red,8,0,7
34811,919.0,BMW,X5,Jeep,Yes,Diesel,3.0,70994.0,6.0,Automatic,4x4,4-5,Left wheel,Black,0,0,11
8963,363.0,CHEVROLET,Spark,Hatchback,Yes,LPG,1.0,175771.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,9
11290,0.0,MERCEDES-BENZ,Viano,Minivan,Yes,CNG,3.2,0.0,6.0,Tiptronic,Rear,4-5,Right-hand drive,Carnelian red,8,0,19
7840,0.0,NISSAN,Note,Hatchback,No,Petrol,1.5,108000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,0,18
392,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,232032.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,10
15681,1185.0,FORD,Escape,Jeep,No,Hybrid,2.5,99000.0,4.0,Automatic,Front,4-5,Left wheel,White,7,0,14
3450,830.0,GMC,TERRAIN,Sedan,Yes,Petrol,1.5,9422.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,4
706,474.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,181360.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,10
19130,779.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,7900.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,0,0,10
2038,1018.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,304082.0,6.0,Automatic,Rear,4-5,Left wheel,White,12,0,12
39201,1091.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,182821.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
19444,0.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,0.0,6.0,Automatic,Front,4-5,Left wheel,Grey,5,0,17
8467,0.0,NISSAN,X-Terra,Sedan,Yes,Petrol,3.55,210000.0,8.0,Automatic,Front,4-5,Left wheel,Black,12,0,24
10349,1267.0,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,129000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,6,0,10
20228,890.0,CHEVROLET,Orlando,Jeep,Yes,Petrol,2.0,30179.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
8154,531.0,CHEVROLET,Aveo,Hatchback,Yes,Petrol,1.6,74181.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11
9722,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,8
13485,0.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,0.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,11
19757,0.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,184000.0,4.0,Variator,Front,4-5,Left wheel,Grey,12,0,11
5018,0.0,MITSUBISHI,Pajero 2.5diezel,Jeep,No,Diesel,2.5,111111.0,4.0,Automatic,4x4,4-5,Left wheel,Black,2,1,31
19914,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,240573.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,7
470,353.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,94949.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,8
6586,1481.0,FORD,Focus,Universal,No,Diesel,2.0,280000.0,4.0,Manual,Front,4-5,Left wheel,Grey,6,1,17
43576,831.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,47456.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6
13172,0.0,MERCEDES-BENZ,E 220,Sedan,No,Diesel,2.2,250115.0,4.0,Manual,Rear,4-5,Left wheel,Silver,8,0,21
9722,961.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,63889.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,14
7213,0.0,BMW,525,Sedan,Yes,CNG,2.5,300000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Blue,6,0,22
47356,1053.0,FORD,Explorer,Jeep,Yes,Petrol,3.5,49709.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9
16308,0.0,TOYOTA,Prius,Sedan,Yes,Hybrid,2.4,104000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,12
16590,0.0,MERCEDES-BENZ,ML 350 370,Jeep,Yes,Petrol,3.55,265000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,10,0,19
31675,1817.0,TOYOTA,Tacoma,Sedan,Yes,Petrol,3.5,1669.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,3
10663,934.0,SUBARU,Forester,Jeep,Yes,Petrol,2.5,81058.0,4.0,Automatic,4x4,4-5,Left wheel,Silver,0,0,8
2200,1528.0,PEUGEOT,406,Sedan,No,Petrol,1.8,283000.0,4.0,Manual,Front,4-5,Left wheel,Green,2,0,27
5488,0.0,MERCEDES-BENZ,A 190,Hatchback,No,Petrol,1.9,147000.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,4,0,22
29793,0.0,FORD,Fusion,Sedan,Yes,Plug-in Hybrid,2.0,140000.0,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,9
23521,781.0,TOYOTA,Camry,Sedan,No,Hybrid,2.5,138165.0,4.0,Automatic,Front,4-5,Left wheel,Red,0,0,11
13485,831.0,KIA,Optima HYBRID,Sedan,No,Hybrid,2.4,88000.0,4.0,Automatic,Rear,4-5,Left wheel,Silver,8,0,12
941,1811.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,260771.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,13
7200,0.0,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,3.2,25000.0,6.0,Tiptronic,Rear,4-5,Right-hand drive,Blue,5,0,23
23521,585.0,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,121712.0,4.0,Automatic,Rear,4-5,Left wheel,White,0,0,10
5645,1288.0,KIA,Sportage,Jeep,Yes,Petrol,2.0,51264.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,16
10000,0.0,JEEP,Grand Cherokee,Jeep,Yes,CNG,3.55,60000.0,6.0,Automatic,4x4,4-5,Left wheel,Black,4,0,22
12544,878.0,FORD,Transit Connect,Goods wagon,No,Diesel,1.8,20462.0,4.0,Manual,Front,4-5,Left wheel,White,4,1,14
12544,473.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,105070.0,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,9
33378,694.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,51905.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,9
40142,1811.0,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,357246.0,8.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,13
32929,0.0,MITSUBISHI,L 200,Pickup,No,Diesel,2.5,190000.0,4.0,Manual,4x4,4-5,Left wheel,White,2,1,12
24148,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,139200.0,4.0,Variator,Front,4-5,Left wheel,Silver,6,0,9
14636,836.0,SSANGYONG,Actyon,Sedan,Yes,Diesel,2.0,125000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13
19444,0.0,BMW,328,Sedan,Yes,Petrol,3.0,120000.0,6.0,Tiptronic,Rear,4-5,Left wheel,White,8,0,14
2666,521.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,288778.0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,12
45633,640.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,51950.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,10
4077,0.0,OPEL,Astra,Goods wagon,No,Petrol,1.4,362717.5,4.0,Manual,Front,4-5,Left wheel,Green,2,0,28
39559,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,130000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,8
37633,765.0,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,48000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,8,0,8
47356,1356.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,127250.0,8.0,Tiptronic,4x4,4-5,Left wheel,White,12,0,9
9252,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,8
1490,1058.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,362717.5,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,11
47356,639.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,79769.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,9
1803,761.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,258909.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,13
8006,761.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,164466.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,13
6586,0.0,MERCEDES-BENZ,200,Sedan,No,Diesel,2.0,315000.0,4.0,Manual,Rear,4-5,Left wheel,Black,6,1,24
47356,915.0,BMW,X5,Jeep,Yes,Petrol,3.0,70000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Blue,12,1,9
5331,0.0,VOLKSWAGEN,Vento,Sedan,No,Petrol,1.6,197346.0,4.0,Manual,Front,4-5,Left wheel,White,4,0,23
47356,1079.0,BMW,X1,Jeep,Yes,Petrol,2.0,35000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1,5
19757,353.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,100000.0,4.0,Tiptronic,Front,4-5,Left wheel,Sky blue,12,0,8
15681,0.0,TOYOTA,Prius 11,Hatchback,Yes,Hybrid,1.5,210000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,8,1,15
32929,0.0,BMW,535,Sedan,Yes,Petrol,3.0,165000.0,6.0,Tiptronic,Rear,4-5,Left wheel,White,10,1,12
14454,629.0,HYUNDAI,Accent,Sedan,Yes,Diesel,1.6,191108.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8
19823,595.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,67000.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8
26770,730.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,57000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
47356,1091.0,CHEVROLET,Impala,Sedan,Yes,Petrol,2.5,49716.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,7
392,1514.0,LEXUS,GX 470,Sedan,Yes,Petrol,3.55,202048.0,8.0,Automatic,4x4,4-5,Left wheel,White,0,0,12
12700,1996.0,FORD,Transit,Microbus,No,Diesel,2.4,250000.0,4.0,Manual,Rear,2-3,Left wheel,White,4,0,21
47356,0.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,150000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1,10
1882,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,146395.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,9
28852,0.0,NISSAN,Pathfinder,Jeep,Yes,Diesel,2.5,21000.0,4.0,Manual,4x4,>5,Left wheel,Black,12,1,17
21953,645.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,190000.0,4.0,Automatic,Front,4-5,Left wheel,Golden,4,0,12
11133,1108.0,NISSAN,370Z,Coupe,Yes,Petrol,3.55,80698.0,6.0,Automatic,Rear,2-3,Left wheel,White,12,0,9
12544,1062.0,OPEL,Astra,Hatchback,No,Petrol,1.4,138000.0,4.0,Manual,Front,4-5,Left wheel,Sky blue,6,1,17
42965,642.0,FORD,Explorer Turbo japan,Jeep,Yes,Petrol,2.0,65000.0,4.0,Automatic,Front,4-5,Left wheel,White,10,1,11
47356,0.0,MERCEDES-BENZ,C 200,Sedan,Yes,Diesel,1.6,205000.0,4.0,Tiptronic,Rear,4-5,Left wheel,Blue,6,1,9
7840,0.0,BMW,320,Sedan,No,Diesel,2.0,350000.0,4.0,Manual,Rear,4-5,Left wheel,Blue,4,1,24
706,707.0,DODGE,Caliber,Hatchback,Yes,Petrol,2.0,193013.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,12
20500,640.0,FORD,Fusion Bybrid,Sedan,Yes,Hybrid,2.0,131089.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,10
12544,0.0,MERCEDES-BENZ,S 500,Sedan,Yes,LPG,3.55,20000.0,8.0,Tiptronic,Rear,4-5,Left wheel,Black,15,0,25
1646,1356.0,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,71638.0,8.0,Automatic,4x4,4-5,Left wheel,Red,12,0,9
11604,0.0,HONDA,Elysion,Minivan,No,LPG,2.4,220000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,White,8,0,17
15681,0.0,VAZ,Vesta,Sedan,No,Petrol,1.6,35000.0,6.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,5
19500,0.0,TOYOTA,Prius,Sedan,No,Petrol,1.8,39000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,0,0,11
12544,639.0,FORD,Focus,Sedan,No,Petrol,2.0,87000.0,4.0,Automatic,Front,4-5,Left wheel,Golden,16,0,9
3136,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,159379.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,11
19707,530.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,110000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,10
34240,891.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,149361.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
15400,640.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,107000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,1,10
10976,0.0,AUDI,A4,Sedan,Yes,Petrol,2.0,226000.0,8.0,Tiptronic,4x4,>5,Left wheel,Grey,4,1,15
10000,0.0,NISSAN,Skyline,Sedan,Yes,Petrol,2.5,1200.0,6.0,Tiptronic,4x4,4-5,Right-hand drive,Silver,6,0,16
17562,503.0,TOYOTA,Prius C,Hatchback,No,Petrol,1.5,89700.0,4.0,Automatic,Front,4-5,Left wheel,Sky blue,6,0,11
15681,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,280016.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,7
47356,879.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,8737.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,4
5645,0.0,NISSAN,March,Minivan,No,CNG,2.4,150000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,10,0,19
7213,1282.0,KIA,Sportage,Jeep,Yes,Diesel,2.0,93568.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,16
47356,1391.0,MERCEDES-BENZ,CLS 550,Sedan,Yes,Petrol,3.55,114000.0,8.0,Tiptronic,Rear,4-5,Left wheel,Black,0,0,11
47356,0.0,BMW,X5,Jeep,Yes,Diesel,3.5,104000.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,1,9
16621,521.0,CHEVROLET,Volt,Hatchback,Yes,Plug-in Hybrid,1.4,105989.0,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0,12
5802,876.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,156032.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,14
9095,843.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,205000.0,4.0,Automatic,Front,4-5,Left wheel,Green,8,0,15
5500,0.0,MERCEDES-BENZ,C 180,Sedan,Yes,Petrol,1.8,362717.5,4.0,Manual,Rear,4-5,Left wheel,Black,2,0,29
